"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"CYTH4",3.20172628075949e-13,-0.308359365354437,0.158,0.805,6.40345256151897e-10
"AL034397.3",3.56196879843025e-13,0.505936889318922,0.18,0.833,7.12393759686051e-10
"RANBP17",6.05287868969932e-13,0.350605565855999,0.226,0.885,1.21057573793986e-09
"RELN",7.12562604351974e-13,0.843979601779467,0.226,0.885,1.42512520870395e-09
"PID1",8.19773227944684e-13,-0.37732223062651,0.09,0.736,1.63954645588937e-09
"SV2B",9.27964901329264e-13,-0.260338344413962,0.023,0.224,1.85592980265853e-09
"MYT1L",1.08601095543164e-12,-0.454521060999342,0.015,0.672,2.17202191086328e-09
"CACNG4",1.12420132554673e-12,-0.256660301051371,0.008,0.667,2.24840265109347e-09
"AC090502.1",1.32004222999543e-12,0.261591770667794,0.263,0.96,2.64008445999086e-09
"CHRM5",1.55763212427755e-12,-0.3398197599295,0.098,0.753,3.1152642485551e-09
"MLLT3",1.56307151549775e-12,-0.534143175228419,0.211,0.833,3.12614303099549e-09
"HSPA6",1.65139588413192e-12,0.515631168536444,0.233,0.885,3.30279176826384e-09
"WIPF3",3.08897026812032e-12,0.328486914340362,0.158,0.805,6.17794053624064e-09
"RNASET2",3.29167872247166e-12,-0.347564505682857,0.008,0.224,6.58335744494331e-09
"GRIA1",3.82926833427927e-12,-0.502532136251546,0.015,0.667,7.65853666855855e-09
"JUN",3.85376038871537e-12,-0.25818360530332,0.18,0.81,7.70752077743074e-09
"EGFR",3.92315760908894e-12,-0.320757407344238,0.03,0.678,7.84631521817788e-09
"TRERF1",4.28050970498708e-12,-0.307193941517478,0.143,0.782,8.56101940997416e-09
"FOS",4.92470995078122e-12,-0.467565373240663,0.18,0.805,9.84941990156243e-09
"A2M",5.3041494300126e-12,0.432189190082283,0.368,0.328,1.06082988600252e-08
"CDH10",5.35831186890551e-12,-0.790565749075185,0.03,0.23,1.0716623737811e-08
"KLHL6",5.4122493989941e-12,0.273340948633899,0.188,0.833,1.08244987979882e-08
"BASP1",5.67086461631041e-12,-0.282663907572993,0.15,0.782,1.13417292326208e-08
"RFX4",7.95991896903735e-12,-0.258932942542667,0.015,0.667,1.59198379380747e-08
"SEMA3E",1.18967485472255e-11,-0.53803468026545,0.045,0.684,2.3793497094451e-08
"CALCRL",1.38717756792676e-11,-0.370743210167067,0.015,0.661,2.77435513585352e-08
"GRIK1",1.67989032869605e-11,-0.673148055066023,0.015,0.236,3.3597806573921e-08
"HSPA4L",1.68768889829119e-11,0.528214551913395,0.241,0.879,3.37537779658239e-08
"PCDH7",1.96486731028787e-11,-0.658426839439527,0.098,0.718,3.92973462057574e-08
"GRM5",2.34440198824401e-11,-1.00343223275342,0.053,0.684,4.68880397648802e-08
"FCGBP",2.6348325510855e-11,1.18664778678403,0.301,0.339,5.269665102171e-08
"CD83",2.73470681014095e-11,-0.303542088649675,0.188,0.799,5.4694136202819e-08
