"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"MAP7",0,0.994540879674225,0.607,0.234,0
"MAPT",0,0.861631990268918,0.629,0.247,0
"MASP1",0,0.777526519447117,0.329,0.085,0
"MIR4300HG",0,0.867721259159806,0.55,0.181,0
"MIR99AHG",0,1.01667450945282,0.906,0.593,0
"MYRIP",0,0.886110066918577,0.346,0.091,0
"NALCN",0,0.87943109099195,0.438,0.141,0
"NAV1",0,0.993549553320741,0.5,0.191,0
"NCAM2",0,1.00982187902545,0.744,0.335,0
"NEBL",0,1.10551626994933,0.837,0.397,0
"NFASC",0,1.14654481496851,0.55,0.154,0
"NPAS3",0,1.06667916427227,0.846,0.481,0
"NR2F1-AS1",0,1.00761272631041,0.594,0.224,0
"NRG3",0,1.14005714421731,0.831,0.4,0
"PARD3",0,1.1483792339246,0.788,0.346,0
"PARD3B",0,0.979663206305446,0.746,0.34,0
"PHYHIPL",0,1.22613552608353,0.604,0.19,0
"PLCE1",0,1.14136267887448,0.559,0.154,0
"PLEKHA5",0,1.36276089656172,0.754,0.306,0
"PPP1R12B",0,1.12461571574075,0.71,0.337,0
"PPP2R2B",0,1.34281605828451,0.831,0.396,0
"PRKG1",0,0.970608381043671,0.766,0.337,0
"PRRX1",0,1.00861776842995,0.46,0.141,0
"RASL12",0,0.903826755534745,0.298,0.054,0
"RFX4",0,1.16874133804603,0.784,0.332,0
"RGS9",0,0.781438716338784,0.342,0.093,0
"RNF19A",0,1.2977273215219,0.707,0.311,0
"S100B",0,1.31051108783156,0.557,0.205,0
"SERPINI2",0,1.09069321795794,0.505,0.12,0
"SLC14A1",0,1.61469639055242,0.808,0.309,0
"SLC38A1",0,1.14762443543172,0.574,0.147,0
"SMAD9",0,1.0165926219487,0.434,0.096,0
"SNED1",0,1.60352387377732,0.691,0.192,0
"SORBS1",0,1.35432388272629,0.878,0.436,0
"SOX6",0,0.940844439295201,0.718,0.298,0
"SPARC",0,1.35046880737669,0.432,0.089,0
"STXBP5L",0,1.40064751069969,0.545,0.115,0
"SYNPO2",0,1.05696565294916,0.483,0.118,0
"SYTL4",0,1.15055608341817,0.509,0.132,0
"TNC",0,1.55656102979001,0.539,0.093,0
"TSHZ2",0,1.15674964230327,0.513,0.127,0
"TTN",0,1.11781393552693,0.494,0.116,0
"VCAN",0,1.65713121464995,0.736,0.166,0
"WDR11-AS1",0,1.07211828265358,0.433,0.111,0
"WDR49",0,1.23306215980194,0.655,0.169,0
"ZHX3",0,0.971214434831763,0.706,0.306,0
"CCDC85A",0,1.56786711610732,0.511,0.097,0
"GRAMD2B",0,1.15978582766083,0.744,0.315,0
"AL162511.1",0,0.760997660258903,0.289,0.06,0
"AC073941.1",0,1.7638713343604,0.625,0.12,0
"NCAM1",5.75620129252694e-308,0.770389459292433,0.759,0.358,2.49255028369002e-303
"PLCXD3",9.3546034809085e-307,0.894348359050781,0.258,0.056,4.050730399303e-302
