"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"HBA2",7.73200200713059e-36,0.329809681872694,0.36,0.189,1.54640040142612e-32,"3","HBA2"
"LURAP1L-AS11",3.53951924188172e-31,0.37211988321554,0.734,0.608,7.07903848376344e-28,"3","LURAP1L-AS1"
"LINC016081",1.35136343787278e-27,0.433859594372666,0.731,0.615,2.70272687574555e-24,"3","LINC01608"
"HHIP2",3.72561963934471e-22,0.288185357787086,0.545,0.594,7.45123927868941e-19,"3","HHIP"
"UNC5C1",8.21471019549132e-20,0.375320480601889,0.892,0.876,1.64294203909826e-16,"3","UNC5C"
"PTGDS",9.41298067775582e-16,0.38093644249466,0.314,0.197,1.88259613555116e-12,"3","PTGDS"
"GRIN2A",2.28610350572283e-14,0.331316250553128,0.433,0.293,4.57220701144565e-11,"3","GRIN2A"
"NKAIN22",1.14065437994032e-12,0.303508499504806,0.937,0.909,2.28130875988065e-09,"3","NKAIN2"
"XIST1",5.89929501408983e-10,0.486671509890716,0.565,0.492,1.17985900281797e-06,"3","XIST"
"NEFL",0.000906392550829991,0.256192435764237,0.275,0.124,1,"3","NEFL"
"OPALIN1",0,0.928818904647709,0.722,0.41,0,"4","OPALIN"
"RNASE11",0,0.928028541782441,0.67,0.376,0,"4","RNASE1"
"AL354809.11",0,0.866628607740974,0.73,0.481,0,"4","AL354809.1"
"LINC016082",0,0.866003907817956,0.893,0.606,0,"4","LINC01608"
"CA21",0,0.847137808741049,0.763,0.53,0,"4","CA2"
"CADM2",0,0.708115307953034,0.959,0.805,0,"4","CADM2"
"KIRREL33",0,0.708041875404787,0.985,0.856,0,"4","KIRREL3"
"PLP12",0,0.67814464634445,0.997,0.952,0,"4","PLP1"
"MT-CO32",0,0.648847944373397,0.844,0.56,0,"4","MT-CO3"
"C5orf171",0,0.622824732891929,0.693,0.447,0,"4","C5orf17"
"PLXDC21",0,0.576970472321429,0.897,0.661,0,"4","PLXDC2"
"LINC011821",0,0.456664451171975,0.613,0.355,0,"4","LINC01182"
"MT-CO22",0,0.446223331243861,0.874,0.603,0,"4","MT-CO2"
"UNC5C2",4.48778389483136e-288,0.534828001499783,0.978,0.871,8.97556778966272e-285,"4","UNC5C"
"PPP2R2B1",4.09973644279334e-274,0.476394600592955,0.986,0.899,8.19947288558668e-271,"4","PPP2R2B"
"CDH82",4.27743457449284e-258,0.531700515058505,0.759,0.544,8.55486914898568e-255,"4","CDH8"
"HS3ST51",3.01601387455356e-232,0.75416636042816,0.796,0.606,6.03202774910712e-229,"4","HS3ST5"
"FCHSD21",9.60074856804588e-222,0.543129042848262,0.83,0.607,1.92014971360918e-218,"4","FCHSD2"
"ADAMTS192",1.19292353456412e-220,0.445659546667248,0.649,0.446,2.38584706912823e-217,"4","ADAMTS19"
"MT-ATP62",1.05173226625702e-219,0.282489164985922,0.807,0.549,2.10346453251404e-216,"4","MT-ATP6"
"CNTNAP42",5.49329732343484e-216,0.539804450691896,0.911,0.745,1.09865946468697e-212,"4","CNTNAP4"
"HHIP3",8.30785257911147e-208,0.650860101115662,0.767,0.581,1.66157051582229e-204,"4","HHIP"
"SGCZ2",1.72241379101834e-205,0.660563118157698,0.676,0.501,3.44482758203668e-202,"4","SGCZ"
"NKAIN23",1.54058175935829e-193,0.42521535015075,0.989,0.906,3.08116351871658e-190,"4","NKAIN2"
"MT-CO11",1.15042368225399e-190,0.433201469748699,0.696,0.456,2.30084736450799e-187,"4","MT-CO1"
"AKIRIN11",3.01653848754975e-177,0.322056004489457,0.657,0.442,6.0330769750995e-174,"4","AKIRIN1"
"CTNND2",8.03138186981548e-172,0.286092517975935,0.901,0.704,1.6062763739631e-168,"4","CTNND2"
"TUBA1A2",2.85468337285558e-157,0.461563918773196,0.818,0.651,5.70936674571117e-154,"4","TUBA1A"
"CNDP1",1.07973516618888e-154,0.480867068934388,0.766,0.609,2.15947033237775e-151,"4","CNDP1"
"LINC015052",1.69080260931307e-141,0.308521467114239,0.769,0.564,3.38160521862614e-138,"4","LINC01505"
"AC090502.12",2.55972270396086e-138,0.477713366591938,0.713,0.55,5.11944540792171e-135,"4","AC090502.1"
"MOBP2",6.89312004564902e-134,0.360374202223688,0.962,0.879,1.3786240091298e-130,"4","MOBP"
"PALM21",1.81885176568224e-130,0.404867928371301,0.786,0.636,3.63770353136447e-127,"4","PALM2"
"ADAMTS182",1.29938058321633e-112,0.292237743458125,0.737,0.548,2.59876116643265e-109,"4","ADAMTS18"
"ST6GALNAC32",1.08548584854669e-103,0.348081230312251,0.923,0.804,2.17097169709337e-100,"4","ST6GALNAC3"
"PTN",3.69676682901816e-102,0.449833773758864,0.68,0.517,7.39353365803631e-99,"4","PTN"
"SPP12",3.62346000577619e-98,0.326159209274883,0.809,0.691,7.24692001155239e-95,"4","SPP1"
"APOD2",4.76126440928107e-93,0.306117280682326,0.689,0.52,9.52252881856214e-90,"4","APOD"
"CD91",4.34947786704603e-91,0.449672589584741,0.723,0.585,8.69895573409206e-88,"4","CD9"
"AP000282.11",4.55901691475736e-86,0.329354928282869,0.577,0.434,9.11803382951472e-83,"4","AP000282.1"
"ENOX21",8.23053413137604e-76,0.464268447652297,0.6,0.459,1.64610682627521e-72,"4","ENOX2"
"AL034405.1",4.21258321056893e-72,0.377986915909093,0.506,0.359,8.42516642113787e-69,"4","AL034405.1"
"BCAS11",4.53427638809113e-71,0.266860366735999,0.911,0.834,9.06855277618226e-68,"4","BCAS1"
"OLIG1",7.62059487342909e-70,0.544291035721402,0.572,0.409,1.52411897468582e-66,"4","OLIG1"
"PLD51",3.04253536704402e-67,0.361317777454966,0.703,0.584,6.08507073408803e-64,"4","PLD5"
"GREB1L",1.31854214915311e-48,0.292152198449412,0.523,0.388,2.63708429830622e-45,"4","GREB1L"
"AC012593.11",1.02787673582143e-47,0.439208803945351,0.595,0.481,2.05575347164287e-44,"4","AC012593.1"
"ABTB2",2.71716035889928e-42,0.465418778784856,0.536,0.424,5.43432071779857e-39,"4","ABTB2"
"ATG101",8.34680001330902e-39,0.300108082010029,0.542,0.415,1.6693600026618e-35,"4","ATG10"
"PRDX11",1.04623115713455e-36,0.330996267538369,0.508,0.375,2.0924623142691e-33,"4","PRDX1"
"SLIT2",5.59889595839562e-36,0.43995097958692,0.522,0.405,1.11977919167912e-32,"4","SLIT2"
"CNTNAP2",4.32051818599586e-30,0.50075820273258,0.57,0.449,8.64103637199171e-27,"4","CNTNAP2"
"LINC011701",1.58233796984626e-29,0.340462659615486,0.605,0.504,3.16467593969252e-26,"4","LINC01170"
"GRIN2A1",3.25452142475184e-26,0.474969014595076,0.411,0.294,6.50904284950369e-23,"4","GRIN2A"
"ROR1",1.08071084747411e-22,0.285348100971697,0.454,0.356,2.16142169494821e-19,"4","ROR1"
"CDKN1C2",2.57921019251715e-18,0.250270972941023,0.528,0.429,5.15842038503429e-15,"4","CDKN1C"
"ESRRG",3.021660424409e-18,0.331760414382624,0.473,0.362,6.043320848818e-15,"4","ESRRG"
"TRIM591",2.13681107399129e-14,0.366585038432603,0.352,0.217,4.27362214798257e-11,"4","TRIM59"
"LAMA21",0,1.58103950175607,0.777,0.42,0,"5","LAMA2"
"LINC016083",0,0.995905317967106,0.872,0.608,0,"5","LINC01608"
"PLXDC22",0,0.89267998026283,0.875,0.663,0,"5","PLXDC2"
"XIST2",0,0.874362653224522,0.862,0.476,0,"5","XIST"
"FCHSD22",0,0.775740382568852,0.828,0.608,0,"5","FCHSD2"
"RELN2",0,0.633001446997344,0.719,0.475,0,"5","RELN"
"CTNND21",0,0.592278535333585,0.902,0.704,0,"5","CTNND2"
"MAGEC31",0,0.538880630651357,0.743,0.511,0,"5","MAGEC3"
"OGFRL1",0,0.533112008648561,0.648,0.384,0,"5","OGFRL1"
"TMPRSS52",7.31198665975139e-248,0.614863784067887,0.69,0.467,1.46239733195028e-244,"5","TMPRSS5"
"PALM22",1.92349735974204e-241,0.676888651805428,0.808,0.636,3.84699471948408e-238,"5","PALM2"
"NLGN1",2.93687470783413e-232,0.256727977887457,0.912,0.734,5.87374941566827e-229,"5","NLGN1"
"OPALIN2",2.22897539070299e-230,0.681956719466466,0.668,0.415,4.45795078140597e-227,"5","OPALIN"
"ANO4",8.90217750132109e-230,0.617574365171243,0.869,0.707,1.78043550026422e-226,"5","ANO4"
"ABCA61",7.30019032858772e-207,0.33689703746859,0.91,0.71,1.46003806571754e-203,"5","ABCA6"
"HDAC2-AS21",1.75820150080652e-202,0.605883689820524,0.87,0.731,3.51640300161303e-199,"5","HDAC2-AS2"
"LRRC71",6.65018115326622e-186,0.388073584218398,0.9,0.748,1.33003623065324e-182,"5","LRRC7"
"PPP2R2B2",7.25364004264154e-182,0.363702660763259,0.967,0.901,1.45072800852831e-178,"5","PPP2R2B"
"ERBB4",8.83811092895062e-182,0.485282256645855,0.961,0.841,1.76762218579012e-178,"5","ERBB4"
"DYSF1",2.0088214170256e-156,0.702479972728202,0.666,0.497,4.01764283405119e-153,"5","DYSF"
"HHIP4",3.66507188883252e-140,0.510147628187407,0.742,0.583,7.33014377766503e-137,"5","HHIP"
"SLIT21",2.79736149806946e-134,0.853204129429017,0.57,0.403,5.59472299613893e-131,"5","SLIT2"
"PLP13",6.39489454529076e-134,0.344421979705539,0.992,0.953,1.27897890905815e-130,"5","PLP1"
"LINC008441",3.37615544797689e-130,0.686951404479714,0.541,0.305,6.75231089595379e-127,"5","LINC00844"
"PWRN1",6.40585901052194e-127,0.420798065235112,0.53,0.341,1.28117180210439e-123,"5","PWRN1"
"KIRREL34",8.29247560392341e-126,0.334794055978244,0.965,0.858,1.65849512078468e-122,"5","KIRREL3"
"AC026316.52",4.38821449581046e-124,0.360508887919472,0.943,0.861,8.77642899162092e-121,"5","AC026316.5"
"SGCZ3",9.08949632032107e-111,0.36819874722837,0.663,0.503,1.81789926406421e-107,"5","SGCZ"
"LURAP1L-AS12",9.68225108320561e-107,0.606455461272143,0.75,0.608,1.93645021664112e-103,"5","LURAP1L-AS1"
"ASTN21",1.06754476195615e-106,0.459932171624224,0.785,0.659,2.13508952391229e-103,"5","ASTN2"
"SFRP1",3.493667215718e-97,0.43145752895129,0.559,0.395,6.98733443143599e-94,"5","SFRP1"
"CYP7B12",6.98535102747184e-95,0.436373734289729,0.724,0.568,1.39707020549437e-91,"5","CYP7B1"
"PAK5",5.39980702058824e-90,0.304276629070013,0.52,0.383,1.07996140411765e-86,"5","PAK5"
"CHSY3",2.59988854367419e-83,0.308534574903455,0.552,0.419,5.19977708734838e-80,"5","CHSY3"
"KANK1",4.50179999955783e-81,0.382665377682089,0.797,0.704,9.00359999911566e-78,"5","KANK1"
"UNC5C3",4.45127245825299e-80,0.258563498610778,0.955,0.873,8.90254491650597e-77,"5","UNC5C"
"FIGN",1.44422061945051e-79,0.608569317825135,0.634,0.512,2.88844123890103e-76,"5","FIGN"
"NTRK2",1.33794673243929e-78,0.384794961386381,0.688,0.545,2.67589346487859e-75,"5","NTRK2"
"AC004784.1",2.26592337755968e-76,0.374233403147544,0.524,0.371,4.53184675511937e-73,"5","AC004784.1"
"AC025159.11",1.0849518043709e-61,0.326900050826491,0.685,0.541,2.16990360874181e-58,"5","AC025159.1"
"KCNAB11",8.60629990362897e-61,0.619447713413057,0.591,0.475,1.72125998072579e-57,"5","KCNAB1"
"ROR11",1.51448345831022e-60,0.74008128945445,0.482,0.355,3.02896691662044e-57,"5","ROR1"
"ADAMTS183",2.26082207452571e-53,0.310203658526128,0.671,0.553,4.52164414905142e-50,"5","ADAMTS18"
"HS3ST52",4.04082479538825e-46,0.358228877195436,0.695,0.613,8.0816495907765e-43,"5","HS3ST5"
"FAM198B",1.72760911743454e-39,0.353056955725043,0.451,0.324,3.45521823486908e-36,"5","FAM198B"
"AL354809.12",1.55061406725407e-37,0.523153252323719,0.564,0.491,3.10122813450815e-34,"5","AL354809.1"
"COLEC12",1.81670824167309e-35,0.344304833515764,0.53,0.422,3.63341648334619e-32,"5","COLEC12"
"RNASE12",1.30779497014535e-19,0.354255920174473,0.505,0.386,2.61558994029071e-16,"5","RNASE1"
"ENOX22",8.7122148304813e-14,0.376173908580559,0.531,0.464,1.74244296609626e-10,"5","ENOX2"
"NOX4",2.98036368107507e-09,0.26471302840586,0.329,0.301,5.96072736215014e-06,"5","NOX4"
"AC112206.21",0.000949763542414903,0.276191708836878,0.467,0.407,1,"5","AC112206.2"
"HSPH1",0,1.95615431963543,0.977,0.678,0,"6","HSPH1"
"HSP90AA1",0,1.86385264989595,1,0.94,0,"6","HSP90AA1"
"DNAJB1",0,1.85446474631211,0.93,0.604,0,"6","DNAJB1"
"HSPB1",0,1.84955067122219,0.817,0.568,0,"6","HSPB1"
"HSPA1B1",0,1.59496616575027,0.789,0.591,0,"6","HSPA1B"
"FOS",0,1.56488096819517,0.731,0.493,0,"6","FOS"
"HSPA1A1",0,1.46525238923077,0.975,0.803,0,"6","HSPA1A"
"BAG3",0,1.42550453978846,0.729,0.552,0,"6","BAG3"
"HSPA4L",0,1.27013476771868,0.71,0.588,0,"6","HSPA4L"
"BCL6",0,1.18399622870652,0.7,0.515,0,"6","BCL6"
"UBB1",0,1.138995367088,0.768,0.578,0,"6","UBB"
"P4HA1",0,1.09311138617939,0.708,0.567,0,"6","P4HA1"
"MSMO1",0,1.0216679821082,0.696,0.509,0,"6","MSMO1"
"NEAT1",0,0.961220193465991,0.963,0.889,0,"6","NEAT1"
"CRYAB1",0,0.790010196350489,0.908,0.803,0,"6","CRYAB"
"NOP58",3.37508335469613e-298,0.989355619349537,0.655,0.514,6.75016670939225e-295,"6","NOP58"
"INSIG1",1.49468819450192e-257,0.851484770372447,0.599,0.409,2.98937638900383e-254,"6","INSIG1"
"KLF6",3.37567948372793e-242,1.00723634968007,0.569,0.443,6.75135896745586e-239,"6","KLF6"
"SORBS1",5.75875559010549e-234,0.794792380449191,0.73,0.634,1.1517511180211e-230,"6","SORBS1"
"JUN",8.02715957328632e-220,0.903845399080661,0.588,0.484,1.60543191465726e-216,"6","JUN"
"HSPA6",7.0243625003875e-213,0.978066746281465,0.551,0.477,1.4048725000775e-209,"6","HSPA6"
"CNDP11",9.05111935228898e-198,1.01136745888076,0.712,0.612,1.8102238704578e-194,"6","CNDP1"
"PPP1R15A",1.59360610918174e-196,0.628065874499599,0.493,0.413,3.18721221836347e-193,"6","PPP1R15A"
"HMGCS1",5.56502542009924e-170,0.595551225411405,0.589,0.477,1.11300508401985e-166,"6","HMGCS1"
"BAALC",1.3928512841631e-166,0.950248043605007,0.514,0.358,2.7857025683262e-163,"6","BAALC"
"ATF3",1.91315633809474e-145,0.590761803628037,0.46,0.392,3.82631267618948e-142,"6","ATF3"
"CAMK2D",4.82026533943465e-144,0.768453569419351,0.69,0.591,9.6405306788693e-141,"6","CAMK2D"
"LDLR",2.45006634631393e-135,0.522734904396858,0.503,0.421,4.90013269262786e-132,"6","LDLR"
"SLC2A3",2.03402175980825e-129,0.625672762013767,0.434,0.351,4.0680435196165e-126,"6","SLC2A3"
"GLUL",1.14190935882825e-118,0.719102058544902,0.612,0.517,2.28381871765651e-115,"6","GLUL"
"ANO41",7.09721244765583e-82,0.464677683958135,0.764,0.713,1.41944248953117e-78,"6","ANO4"
"FTL1",2.41976936983889e-77,0.425261361379758,0.658,0.612,4.83953873967778e-74,"6","FTL"
"KLRD1",1.87957254536325e-74,0.70801155964661,0.496,0.468,3.7591450907265e-71,"6","KLRD1"
"NRXN3",1.23610790763205e-71,0.324635233947575,0.864,0.824,2.4722158152641e-68,"6","NRXN3"
"HMGCR",4.6656314943781e-51,0.324776328374057,0.49,0.456,9.3312629887562e-48,"6","HMGCR"
"INPP5F",1.86843170876234e-50,0.564357237286618,0.543,0.503,3.73686341752468e-47,"6","INPP5F"
"TPST1",5.06636684087734e-50,0.538260929383988,0.551,0.508,1.01327336817547e-46,"6","TPST1"
"NEDD4L",4.89041844402186e-48,0.649650536988289,0.456,0.445,9.78083688804373e-45,"6","NEDD4L"
"SFRP11",2.56388406820368e-41,0.355114992103476,0.289,0.41,5.12776813640736e-38,"6","SFRP1"
"GADD45B",1.89645428874306e-39,0.632652225633999,0.389,0.355,3.79290857748613e-36,"6","GADD45B"
"CDKN1A",6.93063882210436e-38,0.273123208983588,0.353,0.32,1.38612776442087e-34,"6","CDKN1A"
"RUNX2",1.78918558493648e-37,0.347197194446743,0.396,0.364,3.57837116987296e-34,"6","RUNX2"
"ZDHHC201",3.52898124404165e-30,0.321797212275447,0.814,0.829,7.05796248808331e-27,"6","ZDHHC20"
"SESN3",4.76574514146601e-28,0.353496110010101,0.474,0.469,9.53149028293201e-25,"6","SESN3"
"CD92",2.07285232351436e-23,0.454888010828432,0.575,0.594,4.14570464702872e-20,"6","CD9"
"DYSF2",2.9079250440962e-23,0.517352989544255,0.515,0.505,5.81585008819239e-20,"6","DYSF"
"CSMD2",8.69633363346743e-21,0.435015391814264,0.583,0.587,1.73926672669349e-17,"6","CSMD2"
"CLU1",1.20480852470479e-20,0.26774977099785,0.384,0.365,2.40961704940959e-17,"6","CLU"
"SFMBT2",3.96778214507027e-20,0.417301612966699,0.664,0.684,7.93556429014053e-17,"6","SFMBT2"
"LINC00463",1.20906832564445e-17,0.38471182781027,0.306,0.288,2.41813665128891e-14,"6","LINC00463"
"HIST1H1C",4.62834664856404e-15,0.301819678772273,0.284,0.38,9.25669329712808e-12,"6","HIST1H1C"
"TMOD3",1.09652942262413e-13,0.395763657825719,0.284,0.369,2.19305884524826e-10,"6","TMOD3"
"LAMA22",1.94002614479882e-13,0.655999264168238,0.437,0.438,3.88005228959764e-10,"6","LAMA2"
"MCU",3.33854709838257e-11,0.321650961695516,0.451,0.455,6.67709419676514e-08,"6","MCU"
"TIAM1",1.18834989519333e-10,0.506939500163607,0.516,0.529,2.37669979038666e-07,"6","TIAM1"
"RUNX1T1",7.47771297856435e-10,0.445858504245587,0.352,0.422,1.49554259571287e-06,"6","RUNX1T1"
"NTRK21",9.57099720725579e-10,0.421551293834429,0.535,0.553,1.91419944145116e-06,"6","NTRK2"
"TUBA1B1",1.42197006759437e-06,0.284321064995766,0.347,0.371,0.00284394013518874,"6","TUBA1B"
"JUNB",1.99105055855571e-06,0.295552023529636,0.295,0.305,0.00398210111711142,"6","JUNB"
"GRIK4",1.23478074701403e-05,0.352007757952928,0.402,0.421,0.0246956149402806,"6","GRIK4"
"TCF7L2",1.82547799634512e-05,0.327414381386373,0.537,0.573,0.0365095599269023,"6","TCF7L2"
"B2M1",0.000178400137399372,0.343847350587026,0.501,0.548,0.356800274798743,"6","B2M"
"MEST",0.000284578145251355,0.488895869464148,0.315,0.373,0.569156290502709,"6","MEST"
"NRG2",0.00032453949198917,0.27159033262454,0.284,0.342,0.64907898397834,"6","NRG2"
"DPY19L1",0.000419290628160678,0.367524378731686,0.35,0.378,0.838581256321356,"6","DPY19L1"
"FNDC3B",0.000892505751906716,0.296421461362926,0.394,0.461,1,"6","FNDC3B"
"XIST3",0,1.80959334424266,0.855,0.478,0,"7","XIST"
"CHRM51",0,1.38448356028587,0.632,0.368,0,"7","CHRM5"
"PPP2R2B3",0,1.26686837709477,0.995,0.9,0,"7","PPP2R2B"
"AC026316.53",0,1.13920339015722,0.981,0.86,0,"7","AC026316.5"
"SLC4A8",0,1.12891738073445,0.66,0.447,0,"7","SLC4A8"
"PALM23",0,0.984236713423129,0.828,0.636,0,"7","PALM2"
"NRXN31",0,0.883359459999339,0.936,0.821,0,"7","NRXN3"
"HHIP5",0,0.827062385899623,0.823,0.58,0,"7","HHIP"
"UNC5C4",0,0.754214236319848,0.986,0.871,0,"7","UNC5C"
"ASTN22",0,0.72469179596265,0.841,0.657,0,"7","ASTN2"
"CTNND22",0,0.568037633046532,0.892,0.706,0,"7","CTNND2"
"GREB1L1",2.74164684682979e-299,1.12548002813587,0.599,0.386,5.48329369365957e-296,"7","GREB1L"
"PDE1A1",3.43982211857898e-295,0.85304863395686,0.823,0.644,6.87964423715796e-292,"7","PDE1A"
"OPALIN3",6.65118040047206e-278,0.738746222076399,0.655,0.417,1.33023608009441e-274,"7","OPALIN"
"MOBP3",1.48623496288264e-269,0.536317603773285,0.98,0.879,2.97246992576527e-266,"7","MOBP"
"LINC011702",4.61252661761959e-255,1.02262432105545,0.688,0.501,9.22505323523917e-252,"7","LINC01170"
"LINC016084",2.76148747463216e-253,0.628396060638554,0.792,0.613,5.52297494926431e-250,"7","LINC01608"
"PLXDC23",1.84488743346579e-221,0.573434976659069,0.817,0.667,3.68977486693159e-218,"7","PLXDC2"
"NTM",2.23150437255338e-212,0.521334778878691,0.97,0.875,4.46300874510675e-209,"7","NTM"
"LINC006092",3.31240865457882e-208,0.548466814977987,0.891,0.777,6.62481730915765e-205,"7","LINC00609"
"AL078590.3",1.45773751703324e-185,1.05385336327117,0.546,0.396,2.91547503406647e-182,"7","AL078590.3"
"SV2B",3.04491395909606e-182,0.703260729759263,0.484,0.327,6.08982791819212e-179,"7","SV2B"
"KCNAB12",6.00931814220882e-181,1.01097999058652,0.612,0.474,1.20186362844176e-177,"7","KCNAB1"
"CADM21",3.79713364635803e-180,0.28354629579069,0.945,0.807,7.59426729271605e-177,"7","CADM2"
"ANO42",4.86510418921317e-175,0.547426915735015,0.813,0.711,9.73020837842634e-172,"7","ANO4"
"AC087564.11",2.36554268271926e-174,0.676208797434927,0.694,0.551,4.73108536543851e-171,"7","AC087564.1"
"DYSF3",9.05609724222498e-174,0.754742296707269,0.639,0.499,1.811219448445e-170,"7","DYSF"
"LINC01358",1.00990031456731e-159,0.453812311384784,0.435,0.317,2.01980062913461e-156,"7","LINC01358"
"AC025159.12",1.0563568347005e-155,0.86127161180646,0.678,0.542,2.112713669401e-152,"7","AC025159.1"
"FHIT1",1.6480534738578e-148,0.485260045300799,0.881,0.807,3.29610694771561e-145,"7","FHIT"
"TNIK",7.27362588446244e-146,0.424879988602186,0.793,0.631,1.45472517689249e-142,"7","TNIK"
"IQCJ-SCHIP11",1.81512087617328e-120,0.654972856568725,0.676,0.567,3.63024175234655e-117,"7","IQCJ-SCHIP1"
"TMPRSS53",3.42123829410664e-118,0.538844612361151,0.586,0.473,6.84247658821328e-115,"7","TMPRSS5"
"AC090502.13",6.62747601633092e-111,0.584194065796448,0.637,0.555,1.32549520326618e-107,"7","AC090502.1"
"MAGEC32",2.21008751411982e-104,0.43873987870484,0.618,0.518,4.42017502823964e-101,"7","MAGEC3"
"SVEP1",1.30255185471948e-98,0.702463723247433,0.388,0.287,2.60510370943895e-95,"7","SVEP1"
"LMCD1-AS12",3.0002498813153e-97,0.361692673285111,0.786,0.696,6.0004997626306e-94,"7","LMCD1-AS1"
"LINC008771",1.51477497104795e-96,0.680796730270908,0.616,0.522,3.02954994209589e-93,"7","LINC00877"
"LTBP1",8.47818329157063e-88,0.909223073889476,0.493,0.396,1.69563665831413e-84,"7","LTBP1"
"AVEN",2.13748803933464e-78,0.345150477212587,0.449,0.344,4.27497607866929e-75,"7","AVEN"
"ZNF3651",5.18953615868618e-71,0.424985506860394,0.671,0.573,1.03790723173724e-67,"7","ZNF365"
"HS3ST53",1.11600007195585e-60,0.356079662557713,0.675,0.614,2.2320001439117e-57,"7","HS3ST5"
"SAMMSON",3.35205830600295e-56,0.267046742329686,0.187,0.296,6.7041166120059e-53,"7","SAMMSON"
"RYR22",3.61994980270307e-56,0.274484387208789,0.636,0.559,7.23989960540615e-53,"7","RYR2"
"LDLRAD41",1.08700207047801e-55,0.298654761179834,0.635,0.56,2.17400414095601e-52,"7","LDLRAD4"
"UNC79",9.99464163425497e-41,0.536855197383856,0.468,0.406,1.99892832685099e-37,"7","UNC79"
"FBXL171",1.49721422499587e-40,0.474662440848418,0.504,0.44,2.99442844999174e-37,"7","FBXL17"
"AC012593.12",2.8357967120841e-40,0.559037098495843,0.537,0.485,5.67159342416819e-37,"7","AC012593.1"
"DPH61",9.40109887972344e-39,0.570324034936966,0.486,0.429,1.88021977594469e-35,"7","DPH6"
"FCHSD23",7.44500465880256e-38,0.321779374956105,0.656,0.617,1.48900093176051e-34,"7","FCHSD2"
"FAM196B1",5.50785985050618e-36,0.662751312245617,0.403,0.346,1.10157197010124e-32,"7","FAM196B"
"CNTNAP21",1.48747315186247e-35,0.503658338472815,0.506,0.453,2.97494630372494e-32,"7","CNTNAP2"
"AC109927.1",2.4582891619948e-30,0.551431319759502,0.471,0.415,4.91657832398959e-27,"7","AC109927.1"
"LINC025112",8.07377291081637e-29,0.276791662168853,0.439,0.402,1.61475458216327e-25,"7","LINC02511"
"AC117386.2",3.74881726850862e-26,0.358047172595597,0.29,0.241,7.49763453701724e-23,"7","AC117386.2"
"RAD51B2",1.15000235697561e-25,0.293439879851976,0.6,0.568,2.30000471395122e-22,"7","RAD51B"
"AC138627.11",8.85469106644242e-24,0.529337045127914,0.425,0.393,1.77093821328848e-20,"7","AC138627.1"
"AC233296.11",3.08895998937434e-23,0.621131924640441,0.441,0.413,6.17791997874867e-20,"7","AC233296.1"
"ENOX23",2.44661757361342e-21,0.340429358443851,0.491,0.466,4.89323514722684e-18,"7","ENOX2"
"LINC017251",1.33203220870144e-14,0.330107560948092,0.363,0.358,2.66406441740288e-11,"7","LINC01725"
"LINC013761",2.67008916330182e-14,0.476809843341096,0.353,0.334,5.34017832660363e-11,"7","LINC01376"
"MTERF11",6.10269502253339e-11,0.38408091667046,0.451,0.447,1.22053900450668e-07,"7","MTERF1"
"ADAMTS184",1.25665248852391e-10,0.272189212059733,0.547,0.559,2.51330497704783e-07,"7","ADAMTS18"
"PWRN11",4.17038051566071e-10,0.522962772008102,0.364,0.35,8.34076103132141e-07,"7","PWRN1"
