"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"FNDC3B7",9.06871836368851e-12,0.514015807412803,0.182,0.459,1.8137436727377e-08,"30","FNDC3B"
"C5orf175",1.23557098376927e-11,0.263670431390313,0.223,0.462,2.47114196753854e-08,"30","C5orf17"
"NR2F1-AS14",1.67599511388884e-11,1.04450334847655,0.258,0.218,3.35199022777768e-08,"30","NR2F1-AS1"
"TRPM32",1.8504280157832e-11,0.444998533298559,0.111,0.368,3.7008560315664e-08,"30","TRPM3"
"AL359232.13",2.21217819933829e-11,0.407343902621535,0.086,0.338,4.42435639867658e-08,"30","AL359232.1"
"CDC14A4",3.41631199564318e-11,0.413777598478669,0.121,0.366,6.83262399128636e-08,"30","CDC14A"
"TMEM178B4",3.72031285157456e-11,1.4553075370912,0.357,0.321,7.44062570314913e-08,"30","TMEM178B"
"GSG1L4",4.13384678827154e-11,1.93764799756539,0.373,0.297,8.26769357654308e-08,"30","GSG1L"
"GABRB34",5.16313282134068e-11,1.48288039579437,0.334,0.305,1.03262656426814e-07,"30","GABRB3"
"SCN2A4",6.01226252365909e-11,1.28873115973819,0.271,0.209,1.20245250473182e-07,"30","SCN2A"
"GPRIN33",6.0590893864004e-11,0.257412092320904,0.102,0.274,1.21181787728008e-07,"30","GPRIN3"
"PDE3B5",6.22830491257422e-11,1.20367018325163,0.322,0.303,1.24566098251484e-07,"30","PDE3B"
"THRB4",7.09867951161488e-11,1.72781932874785,0.392,0.346,1.41973590232298e-07,"30","THRB"
"GRIA35",9.9648886500834e-11,1.50820391997244,0.401,0.371,1.99297773001668e-07,"30","GRIA3"
"SLC2A135",1.09300019314294e-10,1.87019113161885,0.439,0.409,2.18600038628587e-07,"30","SLC2A13"
"CLSTN23",1.4435351830808e-10,0.963285746334315,0.086,0.33,2.88707036616159e-07,"30","CLSTN2"
"PCSK23",1.59828186064904e-10,0.947177612632964,0.255,0.243,3.19656372129807e-07,"30","PCSK2"
"ZC3H12B",2.07271470989479e-10,0.341956719038551,0.121,0.379,4.14542941978957e-07,"30","ZC3H12B"
"SETBP18",2.12462547862511e-10,0.571861966114589,0.248,0.521,4.24925095725022e-07,"30","SETBP1"
"NXN2",3.34857813005364e-10,0.325360540847691,0.166,0.401,6.69715626010728e-07,"30","NXN"
"ETV14",5.62449408909858e-10,1.43595452642609,0.29,0.208,1.12489881781972e-06,"30","ETV1"
"PRDM53",5.89947811958665e-10,0.262620949146116,0.083,0.277,1.17989562391733e-06,"30","PRDM5"
"LINC013224",6.6196587348857e-10,1.73421661237836,0.443,0.431,1.32393174697714e-06,"30","LINC01322"
"PDE7B4",7.06438244353457e-10,1.74132751869382,0.322,0.262,1.41287648870691e-06,"30","PDE7B"
"AC099792.14",8.48150430343586e-10,0.794604974402713,0.14,0.285,1.69630086068717e-06,"30","AC099792.1"
"FLRT24",1.04194575665315e-09,1.66056819515496,0.315,0.23,2.0838915133063e-06,"30","FLRT2"
"CERS67",1.27759919052963e-09,1.63173682443919,0.401,0.397,2.55519838105926e-06,"30","CERS6"
"PTPRN24",1.35865618630522e-09,1.60896331463872,0.347,0.322,2.71731237261043e-06,"30","PTPRN2"
"GABRB14",1.36718081195746e-09,1.65907323721105,0.366,0.338,2.73436162391493e-06,"30","GABRB1"
"AL445472.11",1.40144767800051e-09,0.316368082304685,0.067,0.324,2.80289535600103e-06,"30","AL445472.1"
"CDR2",1.6194385363887e-09,0.347544202220089,0.124,0.367,3.23887707277739e-06,"30","CDR2"
"LONRF32",1.81682034942978e-09,0.30750336848054,0.137,0.316,3.63364069885957e-06,"30","LONRF3"
"GRIK410",2.13620647109243e-09,1.22883315837088,0.424,0.42,4.27241294218485e-06,"30","GRIK4"
"STK32B4",2.17671595237495e-09,1.86771372515479,0.363,0.306,4.35343190474991e-06,"30","STK32B"
"PAK54",2.20948185606778e-09,0.292387404098712,0.153,0.391,4.41896371213555e-06,"30","PAK5"
"PTPRM5",2.23339737681919e-09,0.393702820106105,0.252,0.521,4.46679475363839e-06,"30","PTPRM"
"SYN33",2.41986017372232e-09,0.36183853290527,0.07,0.307,4.83972034744465e-06,"30","SYN3"
"CNTN43",2.67767298071756e-09,1.68886824461879,0.293,0.254,5.35534596143513e-06,"30","CNTN4"
"TNK24",3.35511913556763e-09,1.33937118921613,0.366,0.354,6.71023827113526e-06,"30","TNK2"
"GPNMB5",4.06531183914201e-09,0.252402817615048,0.076,0.257,8.13062367828401e-06,"30","GPNMB"
"IGSF215",4.07740412065713e-09,1.41203108888784,0.296,0.203,8.15480824131426e-06,"30","IGSF21"
"SAMD4A9",4.08914283165512e-09,1.44438541506182,0.513,0.531,8.17828566331024e-06,"30","SAMD4A"
"ST6GAL15",4.4104643803689e-09,1.64625253061067,0.36,0.324,8.82092876073781e-06,"30","ST6GAL1"
"LIX1-AS12",4.67791881102143e-09,0.396447433478757,0.096,0.354,9.35583762204286e-06,"30","LIX1-AS1"
"VEGFA6",6.75953759823751e-09,0.338567615797428,0.108,0.328,1.3519075196475e-05,"30","VEGFA"
"RIT24",7.83873261409538e-09,1.38477877020922,0.258,0.201,1.56774652281908e-05,"30","RIT2"
"MSRA9",8.06289735197699e-09,1.36181503696613,0.42,0.413,1.6125794703954e-05,"30","MSRA"
"SCN3A5",8.3091800781263e-09,1.59324135331479,0.36,0.301,1.66183601562526e-05,"30","SCN3A"
"NTN14",1.01121189929373e-08,1.67677310585133,0.334,0.274,2.02242379858747e-05,"30","NTN1"
"MACROD28",1.09099921487879e-08,1.37642634592028,0.554,0.594,2.18199842975759e-05,"30","MACROD2"
"GPR1584",1.6522216184074e-08,1.2754495347833,0.309,0.313,3.3044432368148e-05,"30","GPR158"
"TBC1D43",2.13065155363182e-08,0.414881156748994,0.153,0.357,4.26130310726364e-05,"30","TBC1D4"
"MTHFD1L6",3.76608639886033e-08,0.539198195623611,0.15,0.39,7.53217279772067e-05,"30","MTHFD1L"
"METTL241",3.94686976514531e-08,0.311807449875277,0.067,0.271,7.89373953029062e-05,"30","METTL24"
"DPY19L24",4.3857925786274e-08,0.749677888961598,0.166,0.387,8.77158515725481e-05,"30","DPY19L2"
"B3GAT24",5.58433937756413e-08,0.957526597532342,0.277,0.299,0.000111686787551283,"30","B3GAT2"
"EML62",6.20528420171093e-08,0.614432350762695,0.115,0.338,0.000124105684034219,"30","EML6"
"LRCH16",6.26251169134281e-08,0.620685209696147,0.115,0.267,0.000125250233826856,"30","LRCH1"
"HFM14",6.46216707492903e-08,0.510682898065332,0.102,0.303,0.000129243341498581,"30","HFM1"
"AC007319.11",8.1532963365143e-08,0.548560199058871,0.102,0.326,0.000163065926730286,"30","AC007319.1"
"FBXL25",8.50822464038883e-08,0.480245832256871,0.143,0.383,0.000170164492807777,"30","FBXL2"
"ETV56",9.12032298983739e-08,0.620168680250081,0.166,0.394,0.000182406459796748,"30","ETV5"
"GNG125",9.95135175597774e-08,0.511601757269179,0.143,0.332,0.000199027035119555,"30","GNG12"
"SNCAIP2",1.43989532224253e-07,0.309482789209153,0.131,0.317,0.000287979064448506,"30","SNCAIP"
"GOLM15",1.64285683930313e-07,0.67426119023966,0.162,0.392,0.000328571367860626,"30","GOLM1"
"NHS",1.71040803683221e-07,0.291262729695919,0.118,0.336,0.000342081607366443,"30","NHS"
"FCHSD213",1.87735990080717e-07,0.869454535583755,0.564,0.619,0.000375471980161434,"30","FCHSD2"
"PALLD4",1.97521264905325e-07,1.52366701447265,0.373,0.388,0.000395042529810651,"30","PALLD"
"ZNRF33",1.99427965215915e-07,0.421387281579566,0.137,0.367,0.00039885593043183,"30","ZNRF3"
"SPARCL15",2.01245392015017e-07,1.02129139566969,0.274,0.258,0.000402490784030034,"30","SPARCL1"
"ASTN14",2.27663773654506e-07,1.49216503853299,0.344,0.345,0.000455327547309012,"30","ASTN1"
"PDLIM54",2.49676383564126e-07,0.433804554809466,0.217,0.457,0.000499352767128252,"30","PDLIM5"
"AC108866.13",2.87967060584434e-07,0.408239842249429,0.102,0.348,0.000575934121168869,"30","AC108866.1"
"ESRRG6",2.94714490179835e-07,1.44085256474728,0.369,0.368,0.00058942898035967,"30","ESRRG"
"MAPK4",3.10362471389595e-07,0.356502108002007,0.15,0.317,0.00062072494277919,"30","MAPK4"
"FAR24",3.45627763017803e-07,0.697663936567142,0.153,0.373,0.000691255526035605,"30","FAR2"
"ITGA84",4.02896376823688e-07,1.03756752510559,0.166,0.324,0.000805792753647376,"30","ITGA8"
"NMNAT24",4.25205033512352e-07,1.45600010842486,0.306,0.295,0.000850410067024704,"30","NMNAT2"
"ADAMTS9-AS24",4.59628081204485e-07,1.28565140525213,0.175,0.329,0.00091925616240897,"30","ADAMTS9-AS2"
"ADAM235",5.08365368022405e-07,0.761343569494163,0.178,0.41,0.00101673073604481,"30","ADAM23"
"ARHGAP182",7.52649845777544e-07,0.318676303194141,0.115,0.299,0.00150529969155509,"30","ARHGAP18"
"PRRX14",8.06202234169473e-07,1.6729200979033,0.382,0.368,0.00161240446833895,"30","PRRX1"
"MT-CO29",8.21684683961621e-07,0.886098323390267,0.58,0.618,0.00164336936792324,"30","MT-CO2"
"AL359710.13",8.38938225962643e-07,0.450775446799631,0.118,0.351,0.00167787645192529,"30","AL359710.1"
"BASP1-AS14",8.4955635740035e-07,0.925464681836417,0.274,0.235,0.0016991127148007,"30","BASP1-AS1"
"AC008050.13",8.73260350919971e-07,0.87639037932705,0.15,0.361,0.00174652070183994,"30","AC008050.1"
"DENND1B5",9.15761068987466e-07,0.566836505385967,0.099,0.271,0.00183152213797493,"30","DENND1B"
"MIPOL16",9.97350371426825e-07,0.681090406168559,0.201,0.422,0.00199470074285365,"30","MIPOL1"
"C3orf704",1.32659839027951e-06,0.908468562063909,0.204,0.424,0.00265319678055903,"30","C3orf70"
"AL110292.14",1.73485992016411e-06,0.874216686996106,0.153,0.325,0.00346971984032821,"30","AL110292.1"
"CCDC504",1.93194329643522e-06,1.23972788675237,0.318,0.322,0.00386388659287043,"30","CCDC50"
"LHFPL65",1.97907822105661e-06,0.343296783821613,0.201,0.448,0.00395815644211323,"30","LHFPL6"
"CASK4",2.18446282094497e-06,1.25074218929069,0.455,0.491,0.00436892564188994,"30","CASK"
"ASIC24",2.67351113788881e-06,1.42776788034004,0.261,0.265,0.00534702227577763,"30","ASIC2"
"NECTIN3-AS1",2.72827018740137e-06,0.263587638460477,0.057,0.267,0.00545654037480274,"30","NECTIN3-AS1"
"ZDHHC152",3.2231045291046e-06,0.324639071423079,0.067,0.279,0.00644620905820919,"30","ZDHHC15"
"CSRNP34",3.46052349609398e-06,1.25280108277383,0.408,0.443,0.00692104699218796,"30","CSRNP3"
"SPATA9",3.74491332177775e-06,0.326021219345294,0.15,0.359,0.00748982664355549,"30","SPATA9"
"NOL44",3.83418126549859e-06,1.63040558594133,0.331,0.305,0.00766836253099718,"30","NOL4"
"CUX23",3.94841605823142e-06,0.822493759869815,0.255,0.259,0.00789683211646283,"30","CUX2"
"ANKFN13",4.42527031385344e-06,0.775370612572361,0.124,0.285,0.00885054062770688,"30","ANKFN1"
"TEK4",4.51554187630495e-06,1.01177197342833,0.166,0.329,0.0090310837526099,"30","TEK"
"PMP28",4.57619067434148e-06,0.432354595895219,0.159,0.392,0.00915238134868296,"30","PMP2"
"PLOD23",5.3176898947615e-06,0.510884909872946,0.207,0.417,0.010635379789523,"30","PLOD2"
"MGLL4",5.51273044409659e-06,1.55498020561031,0.322,0.332,0.0110254608881932,"30","MGLL"
"HDAC96",5.53215001993451e-06,1.00552901235418,0.487,0.53,0.011064300039869,"30","HDAC9"
"SMAD35",6.31642017450524e-06,1.14782214198672,0.271,0.243,0.0126328403490105,"30","SMAD3"
"LDB22",6.42616288598328e-06,0.394117037478493,0.185,0.396,0.0128523257719666,"30","LDB2"
"C1orf214",7.94933682249423e-06,1.72914345635654,0.385,0.402,0.0158986736449885,"30","C1orf21"
"ZFP36L14",8.14977574353484e-06,0.930444730913098,0.159,0.331,0.0162995514870697,"30","ZFP36L1"
"SYT175",8.71521895230086e-06,1.55017224946966,0.315,0.27,0.0174304379046017,"30","SYT17"
"AL445250.14",9.41721569808392e-06,1.87702819019782,0.357,0.367,0.0188344313961678,"30","AL445250.1"
"NEXMIF4",9.42486299573443e-06,0.885895831563397,0.111,0.261,0.0188497259914689,"30","NEXMIF"
"PLPPR54",9.60012288522047e-06,1.3920817871586,0.28,0.247,0.0192002457704409,"30","PLPPR5"
"CDH45",1.06163608380547e-05,0.933664516227505,0.217,0.434,0.0212327216761094,"30","CDH4"
"BCAN4",1.0688431143755e-05,1.01206932607496,0.277,0.299,0.0213768622875101,"30","BCAN"
"THSD7A4",1.13919249851482e-05,1.45396917280623,0.261,0.224,0.0227838499702963,"30","THSD7A"
"MYO164",1.24477608824185e-05,1.5377838077945,0.28,0.252,0.024895521764837,"30","MYO16"
"SNED12",1.25356289658998e-05,0.400882713101844,0.178,0.385,0.0250712579317997,"30","SNED1"
"KCNQ35",1.41152451577719e-05,1.47658839105833,0.328,0.358,0.0282304903155439,"30","KCNQ3"
"AFF38",1.71887683531266e-05,0.823933139642974,0.354,0.594,0.0343775367062532,"30","AFF3"
"MARCH34",1.80650073822137e-05,0.948549973316322,0.169,0.369,0.0361300147644274,"30","MARCH3"
"SLC25A182",1.83262695598427e-05,0.278661380760623,0.067,0.273,0.0366525391196855,"30","SLC25A18"
"CACNB24",1.86894462820034e-05,0.345451522453693,0.099,0.316,0.0373788925640069,"30","CACNB2"
"ARL153",1.88245482361063e-05,0.572177212730013,0.264,0.489,0.0376490964722126,"30","ARL15"
"LINC01876",1.94268764510147e-05,0.380850719228096,0.121,0.262,0.0388537529020293,"30","LINC01876"
"PRKG24",1.99212759371028e-05,1.32745139044212,0.255,0.209,0.0398425518742056,"30","PRKG2"
"ISPD2",2.06375038410673e-05,0.499948664800588,0.162,0.379,0.0412750076821346,"30","ISPD"
"BACH13",2.19160346474512e-05,0.292068624250568,0.153,0.373,0.0438320692949024,"30","BACH1"
"CLVS14",2.31102742983011e-05,1.44988750009825,0.293,0.309,0.0462205485966021,"30","CLVS1"
"GPR1561",2.31812773995561e-05,0.518392242463162,0.22,0.251,0.0463625547991121,"30","GPR156"
"AC073050.14",2.81777670806956e-05,0.658477992666221,0.194,0.401,0.0563555341613912,"30","AC073050.1"
"RASAL26",3.01031832754896e-05,0.534859709155294,0.185,0.404,0.0602063665509792,"30","RASAL2"
"EGFR4",3.08446171091873e-05,1.91126460802435,0.354,0.312,0.0616892342183745,"30","EGFR"
"UBE3D4",3.12200366911088e-05,0.625679288044355,0.172,0.389,0.0624400733822177,"30","UBE3D"
"PRKAG24",3.22684019947455e-05,0.657186811088741,0.127,0.306,0.0645368039894909,"30","PRKAG2"
"MALRD13",3.28572231940357e-05,0.816662917886872,0.118,0.285,0.0657144463880714,"30","MALRD1"
"LINC009374",3.34270690825468e-05,0.911926637827288,0.178,0.36,0.0668541381650935,"30","LINC00937"
"IGF2BP24",3.35937117022972e-05,1.44943191230365,0.328,0.319,0.0671874234045944,"30","IGF2BP2"
"FAM107A4",3.44419032072072e-05,0.622648178273013,0.236,0.437,0.0688838064144145,"30","FAM107A"
"PPM1E8",3.65961773114004e-05,0.428423059117516,0.166,0.38,0.0731923546228009,"30","PPM1E"
"ME34",4.42384372483835e-05,0.818133314039683,0.14,0.29,0.088476874496767,"30","ME3"
"SMYD36",4.46648264344669e-05,1.31793476565576,0.449,0.507,0.0893296528689339,"30","SMYD3"
"LHFPL24",4.57750630125903e-05,0.600484724615339,0.182,0.382,0.0915501260251805,"30","LHFPL2"
"PLXNA42",5.15411854140217e-05,0.575683665978455,0.115,0.274,0.103082370828043,"30","PLXNA4"
"AGBL12",5.21165293146353e-05,0.330807650170767,0.143,0.339,0.104233058629271,"30","AGBL1"
"NR6A13",5.23147880596301e-05,0.606740728919895,0.178,0.396,0.10462957611926,"30","NR6A1"
"ARHGAP205",5.85105524746071e-05,0.824336384564148,0.162,0.343,0.117021104949214,"30","ARHGAP20"
"REV3L6",5.90478729107943e-05,0.942166236741756,0.49,0.561,0.118095745821589,"30","REV3L"
"SYT146",5.99040145294958e-05,1.03796065403206,0.283,0.329,0.119808029058992,"30","SYT14"
"MAP3K55",7.63388328059797e-05,1.54902892106215,0.315,0.319,0.152677665611959,"30","MAP3K5"
"AL589740.18",8.20560598016207e-05,1.1965140980321,0.51,0.61,0.164112119603241,"30","AL589740.1"
"PTPRT4",8.36867294047518e-05,1.67447242042515,0.303,0.323,0.167373458809504,"30","PTPRT"
"EPHB14",8.37914119998704e-05,0.683843320694938,0.159,0.355,0.167582823999741,"30","EPHB1"
"NCALD4",8.41957222689089e-05,1.23335019244005,0.268,0.296,0.168391444537818,"30","NCALD"
"GRAMD1C4",9.28105648867498e-05,0.767781250915755,0.156,0.303,0.1856211297735,"30","GRAMD1C"
"PLEKHA55",9.942257372109e-05,0.689566326823552,0.309,0.526,0.19884514744218,"30","PLEKHA5"
"KLHL134",0.00010008476544778,0.714848463733072,0.162,0.367,0.200169530895559,"30","KLHL13"
"CXXC4-AS1",0.000103749007633305,0.250887674757655,0.073,0.292,0.20749801526661,"30","CXXC4-AS1"
"CHN15",0.00010511206529186,0.528462392038838,0.213,0.276,0.21022413058372,"30","CHN1"
"MIR646HG2",0.000110328537970756,0.294691130926665,0.061,0.271,0.220657075941511,"30","MIR646HG"
"LRFN54",0.000122118905436922,1.24625187942872,0.242,0.252,0.244237810873844,"30","LRFN5"
"TTN-AS14",0.000137408809859406,0.402506733575396,0.185,0.404,0.274817619718811,"30","TTN-AS1"
"PDE4D9",0.000138090406950178,0.8043958987325,0.545,0.638,0.276180813900356,"30","PDE4D"
"MIR2052HG3",0.000148577693922652,0.498671833532923,0.153,0.348,0.297155387845305,"30","MIR2052HG"
"CNTNAP26",0.000167843707164782,1.06594993960614,0.417,0.456,0.335687414329564,"30","CNTNAP2"
"CD961",0.000177488701330329,0.595204792192437,0.172,0.315,0.354977402660659,"30","CD96"
"KCNT24",0.000191635504713959,1.42026779655124,0.287,0.283,0.383271009427918,"30","KCNT2"
"SLIT14",0.000213071945024156,0.540194326403494,0.239,0.285,0.426143890048312,"30","SLIT1"
"NPAS24",0.000217551058419579,0.684660494751198,0.15,0.323,0.435102116839157,"30","NPAS2"
"KIAA08252",0.000231538637945477,0.377810780981192,0.146,0.35,0.463077275890954,"30","KIAA0825"
"TAOK36",0.000232713661402699,0.747776299786826,0.548,0.669,0.465427322805397,"30","TAOK3"
"ARHGEF44",0.000290492778513215,1.41782465377604,0.29,0.323,0.58098555702643,"30","ARHGEF4"
"LINC004614",0.000293749996489398,1.00089144987457,0.306,0.346,0.587499992978796,"30","LINC00461"
"AC011287.11",0.000298167093352898,0.474595327570727,0.162,0.342,0.596334186705795,"30","AC011287.1"
"WLS4",0.000303639569523468,0.749675817377728,0.127,0.313,0.607279139046937,"30","WLS"
"NHSL14",0.000333106370941608,0.27115033715518,0.169,0.342,0.666212741883215,"30","NHSL1"
"PYGL4",0.000398702612684939,0.681929132943884,0.127,0.32,0.797405225369878,"30","PYGL"
"FNBP1L5",0.000405208399995646,0.663369267944016,0.239,0.3,0.810416799991291,"30","FNBP1L"
"SCN9A4",0.000423016896527674,1.43483620818831,0.29,0.271,0.846033793055348,"30","SCN9A"
"MT-CO19",0.000423691233215269,0.842917920069947,0.414,0.47,0.847382466430538,"30","MT-CO1"
"AC092378.12",0.000424441979147053,0.317962460159887,0.14,0.328,0.848883958294105,"30","AC092378.1"
"PLCB44",0.00044053711160946,0.912003568307982,0.169,0.297,0.88107422321892,"30","PLCB4"
"MT-ATP610",0.00048297716905556,0.821354146869767,0.522,0.563,0.96595433811112,"30","MT-ATP6"
"FIGN7",0.000558077107669758,0.496042963840689,0.29,0.519,1,"30","FIGN"
"PLCL26",0.0006665004327253,0.840192159066755,0.226,0.263,1,"30","PLCL2"
"GHR3",0.000695012763500952,0.93363183361127,0.15,0.308,1,"30","GHR"
"SLC1A14",0.000797714025508143,1.5318839604299,0.318,0.334,1,"30","SLC1A1"
"KCND36",0.00083714668611242,1.0187584205794,0.325,0.507,1,"30","KCND3"
"PRICKLE25",0.000913976356890877,0.928648494537331,0.226,0.271,1,"30","PRICKLE2"
"CRISPLD24",0.000945406670701071,1.5180739377762,0.28,0.274,1,"30","CRISPLD2"
"DGKB4",0.00104184126547758,1.44048652582642,0.274,0.315,1,"30","DGKB"
"XKR66",0.00109604993373397,0.907125368649948,0.322,0.55,1,"30","XKR6"
"GNAL4",0.00116195474191217,0.62783894762629,0.105,0.273,1,"30","GNAL"
"CNTN35",0.00121947319763615,1.68868336524163,0.443,0.531,1,"30","CNTN3"
"AL392023.24",0.00127293246960364,0.479789049791344,0.201,0.405,1,"30","AL392023.2"
"UNC795",0.0014140074712092,1.0105071794181,0.347,0.409,1,"30","UNC79"
"INPP4B5",0.00142365051576303,0.342468722869902,0.124,0.329,1,"30","INPP4B"
"ATP8A25",0.00144513968902716,1.06910994733844,0.255,0.309,1,"30","ATP8A2"
"LINC023283",0.00153920029507598,0.651410174542891,0.159,0.35,1,"30","LINC02328"
"LPP6",0.00156383062173043,0.996981191137847,0.478,0.591,1,"30","LPP"
"GRIP14",0.00157996581866638,1.09492162846719,0.239,0.28,1,"30","GRIP1"
"AL662796.16",0.0016381943028497,0.618899892131359,0.29,0.48,1,"30","AL662796.1"
"ARHGEF65",0.00175060912720984,1.00177454743309,0.194,0.368,1,"30","ARHGEF6"
"DOK64",0.00181053654050447,1.34517548269411,0.242,0.279,1,"30","DOK6"
"MT-ND47",0.00187592535743427,0.823554584610161,0.49,0.542,1,"30","MT-ND4"
"BMPER4",0.00192195029908641,0.596664487922475,0.236,0.31,1,"30","BMPER"
"ITGA94",0.00193397416207799,0.985345192157525,0.245,0.296,1,"30","ITGA9"
"ABLIM14",0.00194576055966578,0.962850443753944,0.175,0.33,1,"30","ABLIM1"
"SULF24",0.0020220934015246,1.54700888564979,0.299,0.289,1,"30","SULF2"
"AC090568.24",0.00221679195486976,1.34181855117633,0.188,0.328,1,"30","AC090568.2"
"MT-ND16",0.00230281130908785,0.710459683449255,0.427,0.476,1,"30","MT-ND1"
"ABCA15",0.00242809572018617,0.535973000218688,0.137,0.329,1,"30","ABCA1"
"CDK144",0.00258394284731614,1.60973675734402,0.42,0.503,1,"30","CDK14"
"AC008014.12",0.00258413139529245,0.971382137637743,0.178,0.361,1,"30","AC008014.1"
"FRY6",0.00259464198029611,1.10704973849067,0.398,0.462,1,"30","FRY"
"AC006148.15",0.0026022697317624,0.321488765281728,0.271,0.455,1,"30","AC006148.1"
"SORBS111",0.00264540989187577,1.01433621918805,0.548,0.639,1,"30","SORBS1"
"DACH24",0.00304253511995919,1.27747269020849,0.315,0.369,1,"30","DACH2"
"MT-CO39",0.0032850552786433,0.845915318078679,0.49,0.576,1,"30","MT-CO3"
"IL1RAP5",0.00333106807911988,1.33198178862378,0.264,0.259,1,"30","IL1RAP"
"NTRK27",0.00360386729452465,0.814903620111191,0.459,0.553,1,"30","NTRK2"
"FBXL176",0.0038911237654138,0.800100649542573,0.366,0.444,1,"30","FBXL17"
"ACAN3",0.00450360328328416,0.435721376594417,0.156,0.251,1,"30","ACAN"
"TNIK7",0.00469882487951292,1.08925074835445,0.513,0.639,1,"30","TNIK"
"ANKRD554",0.00513405686709463,0.911572554787688,0.277,0.28,1,"30","ANKRD55"
"CCDC263",0.00516597362913906,0.414937770233813,0.185,0.37,1,"30","CCDC26"
"PCSK55",0.00523051455660574,1.11586224769933,0.258,0.426,1,"30","PCSK5"
"WDR603",0.00568066503988013,0.549776416778707,0.236,0.432,1,"30","WDR60"
"ARHGAP315",0.00573509008303122,1.57366787779299,0.315,0.359,1,"30","ARHGAP31"
"MAGI36",0.00631652538166386,0.759496529065594,0.223,0.41,1,"30","MAGI3"
"SPRED27",0.00658773956721339,1.11380050127369,0.315,0.378,1,"30","SPRED2"
"CEP1123",0.00673788213662543,0.519074081049591,0.121,0.289,1,"30","CEP112"
"SUCLG2-AS14",0.00763987737823628,0.50720926253552,0.159,0.343,1,"30","SUCLG2-AS1"
"GPR173",0.00848912438374981,0.566418163845901,0.201,0.254,1,"30","GPR17"
"DIAPH25",0.00863397743023938,1.34363012617612,0.271,0.315,1,"30","DIAPH2"
"EPB41L4A7",0.0088601204058497,0.824937517844246,0.197,0.383,1,"30","EPB41L4A"
"NTNG14",0.00890456502239397,1.48842845425469,0.258,0.268,1,"30","NTNG1"
"TNS36",1.28218719570886e-129,4.78662292122706,1,0.344,2.56437439141772e-126,"31","TNS3"
"LINC01447",1.29754855391279e-125,0.986471746520772,0.812,0.156,2.59509710782559e-122,"31","LINC01447"
"CHST154",2.3712002870296e-123,1.92528212178729,0.909,0.158,4.74240057405921e-120,"31","CHST15"
"GNG24",1.00351947709881e-122,2.58987930956225,0.958,0.192,2.00703895419761e-119,"31","GNG2"
"HRASLS5",1.15717331567972e-122,2.09673994179867,0.939,0.185,2.31434663135945e-119,"31","HRASLS"
"BMPER5",3.29991608110868e-119,4.10550662629871,0.976,0.309,6.59983216221736e-116,"31","BMPER"
"SH3RF35",1.50054538095422e-115,3.58422907538223,0.958,0.331,3.00109076190845e-112,"31","SH3RF3"
"PLCB16",7.90076724530718e-113,4.20487060324268,0.994,0.329,1.58015344906144e-109,"31","PLCB1"
"AFAP1L25",1.85560692073981e-111,2.36913543843336,0.927,0.22,3.71121384147963e-108,"31","AFAP1L2"
"SOX65",2.26024775997343e-111,3.99905078434573,1,0.349,4.52049551994686e-108,"31","SOX6"
"PRICKLE13",2.60354554391804e-111,3.38434023120854,0.927,0.259,5.20709108783607e-108,"31","PRICKLE1"
"RBMS33",7.88032644259304e-111,2.39224798796598,0.921,0.24,1.57606528851861e-107,"31","RBMS3"
"PCDH76",1.24712954389538e-110,3.71991876756776,1,0.341,2.49425908779076e-107,"31","PCDH7"
"TMEM1085",1.25643648179805e-110,5.07781484128858,0.982,0.396,2.51287296359611e-107,"31","TMEM108"
"LPAR4",1.95995600617602e-109,0.343620844066162,0.818,0.219,3.91991201235205e-106,"31","LPAR4"
"EPHB15",2.35264249944196e-109,3.64348522441352,0.97,0.353,4.70528499888393e-106,"31","EPHB1"
"CACNG45",3.9798609903449e-109,1.30349932567572,0.909,0.28,7.9597219806898e-106,"31","CACNG4"
"UST6",7.67026422691405e-109,3.05594130157825,0.988,0.434,1.53405284538281e-105,"31","UST"
"BRINP14",2.95733295061111e-108,2.77292514067799,0.945,0.199,5.91466590122221e-105,"31","BRINP1"
"TMEM132B6",6.51672648043517e-108,3.46282353782438,0.988,0.362,1.30334529608703e-104,"31","TMEM132B"
"OPCML5",7.55967140832355e-108,3.86614972154455,1,0.39,1.51193428166471e-104,"31","OPCML"
"ADAMTS20",8.5516119833449e-108,0.942431965944031,0.855,0.212,1.71032239666898e-104,"31","ADAMTS20"
"TNR5",1.05059237964739e-107,3.46566967520759,1,0.358,2.10118475929477e-104,"31","TNR"
"LINC005116",1.66267359666829e-105,3.563216613368,0.988,0.412,3.32534719333658e-102,"31","LINC00511"
"AC008080.4",7.05450409537511e-105,2.50394463039321,0.818,0.21,1.41090081907502e-101,"31","AC008080.4"
"PDE3B6",8.02300173780906e-105,2.41942368391179,0.952,0.302,1.60460034756181e-101,"31","PDE3B"
"GRIK27",1.08195879949409e-104,3.5952935437924,0.994,0.377,2.16391759898817e-101,"31","GRIK2"
"DSCAM5",1.09779795121194e-104,3.61020680115818,1,0.359,2.19559590242387e-101,"31","DSCAM"
"TMEM1634",1.74929443053644e-104,2.98212995118138,0.958,0.356,3.49858886107289e-101,"31","TMEM163"
"PLPPR55",4.11970967664331e-104,1.55190384790112,0.909,0.246,8.23941935328663e-101,"31","PLPPR5"
